,0
3032,300119.SZ
3033,300128.SZ
3034,300132.SZ
3035,300133.SZ
3036,300165.SZ
3037,300174.SZ
3038,300193.SZ
3039,300202.SZ
3040,300208.SZ
3041,300220.SZ
3042,300280.SZ
3043,300298.SZ
3044,300309.SZ
3045,300343.SZ
3046,300365.SZ
3047,300377.SZ
3048,300404.SZ
3049,300409.SZ
3050,300417.SZ
3051,300421.SZ
3052,300428.SZ
3053,300470.SZ
3054,300496.SZ
3055,300514.SZ
3056,300312.SZ
3057,300318.SZ
3058,300319.SZ
3059,300325.SZ
3060,300327.SZ
3061,300332.SZ
3062,300335.SZ
3063,300349.SZ
3064,300355.SZ
3065,300380.SZ
3066,300399.SZ
3067,300446.SZ
3068,300466.SZ
3069,300469.SZ
3070,300480.SZ
3071,300490.SZ
3072,300345.SZ
3073,300362.SZ
3074,300372.SZ
3075,300414.SZ
3076,300416.SZ
3077,300444.SZ
3078,300448.SZ
3079,300460.SZ
3080,300506.SZ
3081,300512.SZ
3082,300274.SZ
3083,300275.SZ
3084,300323.SZ
3085,300326.SZ
3086,300357.SZ
3087,300369.SZ
3088,300382.SZ
3089,300389.SZ
3090,300408.SZ
3091,300410.SZ
3092,300435.SZ
3093,300436.SZ
3094,300474.SZ
3095,300495.SZ
3096,300497.SZ
3097,300138.SZ
3098,300169.SZ
3099,300173.SZ
3100,300184.SZ
3101,300201.SZ
3102,300329.SZ
3103,300348.SZ
3104,300371.SZ
3105,300379.SZ
3106,300387.SZ
3107,300394.SZ
3108,300396.SZ
3109,300411.SZ
3110,300424.SZ
3111,300447.SZ
3112,300461.SZ
3113,300465.SZ
3114,300471.SZ
3115,300476.SZ
3116,300483.SZ
3117,300515.SZ
3118,300039.SZ
3119,300052.SZ
3120,300057.SZ
3121,300093.SZ
3122,300102.SZ
3123,300166.SZ
3124,300172.SZ
3125,300192.SZ
3126,300206.SZ
3127,300217.SZ
3128,300245.SZ
3129,300264.SZ
3130,300276.SZ
3131,300288.SZ
3132,300290.SZ
3133,300292.SZ
3134,300296.SZ
3135,300297.SZ
3136,300320.SZ
3137,300340.SZ
3138,300347.SZ
3139,300359.SZ
3140,300376.SZ
3141,300393.SZ
3142,300403.SZ
3143,300420.SZ
3144,300433.SZ
3145,300437.SZ
3146,300440.SZ
3147,300451.SZ
3148,300457.SZ
3149,300503.SZ
3150,300092.SZ
3151,300126.SZ
3152,300143.SZ
3153,300159.SZ
3154,300163.SZ
3155,300179.SZ
3156,300219.SZ
3157,300226.SZ
3158,300227.SZ
3159,300232.SZ
3160,300270.SZ
3161,300272.SZ
3162,300286.SZ
3163,300311.SZ
3164,300316.SZ
3165,300331.SZ
3166,300333.SZ
3167,300341.SZ
3168,300342.SZ
3169,300353.SZ
3170,300358.SZ
3171,300390.SZ
3172,300392.SZ
3173,300412.SZ
3174,300449.SZ
3175,300450.SZ
3176,300478.SZ
3177,300481.SZ
3178,300492.SZ
3179,300502.SZ
3180,300096.SZ
3181,300098.SZ
3182,300104.SZ
3183,300109.SZ
3184,300110.SZ
3185,300151.SZ
3186,300152.SZ
3187,300160.SZ
3188,300185.SZ
3189,300189.SZ
3190,300231.SZ
3191,300241.SZ
3192,300251.SZ
3193,300254.SZ
3194,300263.SZ
3195,300281.SZ
3196,300289.SZ
3197,300291.SZ
3198,300300.SZ
3199,300344.SZ
3200,300374.SZ
3201,300378.SZ
3202,300397.SZ
3203,300406.SZ
3204,300422.SZ
3205,300475.SZ
3206,300509.SZ
3207,300511.SZ
3208,300556.SZ
3209,300551.SZ
3210,300542.SZ
3211,300567.SZ
3212,300516.SZ
3213,300517.SZ
3214,300562.SZ
3215,300589.SZ
3216,300640.SZ
3217,300641.SZ
3218,300701.SZ
3219,300578.SZ
3220,300582.SZ
3221,300603.SZ
3222,300605.SZ
3223,300606.SZ
3224,300613.SZ
3225,300623.SZ
3226,300628.SZ
3227,300643.SZ
3228,300657.SZ
3229,300658.SZ
3230,300667.SZ
3231,300675.SZ
3232,300678.SZ
3233,300697.SZ
3234,300523.SZ
3235,300597.SZ
3236,300630.SZ
3237,300665.SZ
3238,300696.SZ
3239,300706.SZ
3240,300548.SZ
3241,300550.SZ
3242,300557.SZ
3243,300561.SZ
3244,300570.SZ
3245,300595.SZ
3246,300600.SZ
3247,300608.SZ
3248,300611.SZ
3249,300626.SZ
3250,300655.SZ
3251,300659.SZ
3252,300677.SZ
3253,300686.SZ
3254,300691.SZ
3255,300519.SZ
3256,300518.SZ
3257,300528.SZ
3258,300536.SZ
3259,300553.SZ
3260,300579.SZ
3261,300601.SZ
3262,300612.SZ
3263,300633.SZ
3264,300651.SZ
3265,300670.SZ
3266,300672.SZ
3267,300690.SZ
3268,300702.SZ
3269,300531.SZ
3270,300525.SZ
3271,300537.SZ
3272,300543.SZ
3273,300590.SZ
3274,300599.SZ
3275,300609.SZ
3276,300615.SZ
3277,300637.SZ
3278,300649.SZ
3279,300656.SZ
3280,300679.SZ
3281,300695.SZ
3282,300527.SZ
3283,300546.SZ
3284,300558.SZ
3285,300568.SZ
3286,300577.SZ
3287,300580.SZ
3288,300592.SZ
3289,300642.SZ
3290,300661.SZ
3291,300681.SZ
3292,300538.SZ
3293,300586.SZ
3294,300607.SZ
3295,300627.SZ
3296,300645.SZ
3297,300700.SZ
3298,300547.SZ
3299,300549.SZ
3300,300552.SZ
3301,300555.SZ
3302,300602.SZ
3303,300616.SZ
3304,300652.SZ
3305,300662.SZ
3306,300520.SZ
3307,300529.SZ
3308,300534.SZ
3309,300535.SZ
3310,300569.SZ
3311,300581.SZ
3312,300604.SZ
3313,300620.SZ
3314,300654.SZ
3315,300671.SZ
3316,300676.SZ
3317,300685.SZ
3318,300689.SZ
3319,300692.SZ
3320,300693.SZ
3321,300530.SZ
3322,300545.SZ
3323,300560.SZ
3324,300575.SZ
3325,300585.SZ
3326,300610.SZ
3327,300621.SZ
3328,300622.SZ
3329,300625.SZ
3330,300653.SZ
3331,300683.SZ
3332,300698.SZ
3333,300522.SZ
3334,300526.SZ
3335,300539.SZ
3336,300559.SZ
3337,300576.SZ
3338,300583.SZ
3339,300584.SZ
3340,300619.SZ
3341,300629.SZ
3342,300638.SZ
3343,300666.SZ
3344,300688.SZ
3345,300699.SZ
3346,300521.SZ
3347,300532.SZ
3348,300533.SZ
3349,300565.SZ
3350,300591.SZ
3351,300639.SZ
3352,300660.SZ
3353,300663.SZ
3354,300703.SZ
3355,300540.SZ
3356,300618.SZ
3357,300631.SZ
3358,300636.SZ
3359,300687.SZ
3360,300563.SZ
3361,300541.SZ
3362,300566.SZ
3363,300571.SZ
3364,300572.SZ
3365,300573.SZ
3366,300587.SZ
3367,300588.SZ
3368,300593.SZ
3369,300598.SZ
3370,300632.SZ
3371,300647.SZ
3372,300650.SZ
3373,300669.SZ
3374,300673.SZ
3375,300554.SZ
3376,300596.SZ
3377,300617.SZ
3378,300635.SZ
3379,300648.SZ
3380,300668.SZ
3381,300680.SZ
3382,300682.SZ
